episode,success_rewards,airspace_penalties,mva_penalties,time_penalty,approach_position_rewards,approach_angle_rewards,glideslope_rewards,fuel_efficiency_rewards,fuel_penalties
52,785.6143492291261,0,0,-121.0,199.52232512299915,8.651601905101874,0,0,0
53,787.1234348277126,0,0,-113.5,180.19615310791454,5.341937841381635,0,0,0
54,0,-100,0,-248.5,163.96916586358915,24.368008480712984,0,0,0
55,787.7405131805288,0,0,-110.5,162.76074966445037,5.358979947806491,0,0,0
56,0,-100,0,-187.5,180.3142028629094,4.556186085833837,0,0,0
57,788.8256358529376,0,0,-105.0,151.84063545301083,6.72553986274199,0,0,0
58,787.015767345033,0,0,-114.0,154.364476848711,3.759124625756358,0,0,0
59,787.2192009453239,0,0,-113.0,178.2901816794364,6.521006940136814,0,0,0
60,783.405620193471,0,0,-132.0,224.1767088533668,10.76192575393968,0,0,0
61,787.514455366,0,0,-111.5,156.23903103373368,2.9087923972839778,0,0,0
62,789.3350527677655,0,0,-102.5,162.75977711691655,4.480401638540939,0,0,0
63,0,-100,0,-176.5,157.94889868219326,4.389236773099812,0,0,0
64,787.5175240318582,0,0,-111.5,173.73067110240157,3.576417976349635,0,0,0
65,788.208392208514,0,0,-108.0,168.83218524124257,3.8940469711792094,0,0,0
66,782.8748228432722,0,0,-134.5,182.0441596810747,10.830750108652714,0,0,0
67,786.6063929989193,0,0,-116.0,190.1607626199174,9.582495643354585,0,0,0
68,788.4278845820241,0,0,-107.0,171.7505318519304,6.862347672314569,0,0,0
69,0,-100,0,-241.5,261.2063643635988,18.14211120195466,0,0,0
70,790.0280159628963,0,0,-99.0,150.0135109945298,7.112348828393246,0,0,0
71,788.2085261443269,0,0,-108.0,162.36860608804986,4.817869924395569,0,0,0
72,787.8228592604514,0,0,-110.0,167.22991678629052,5.35397638174846,0,0,0
73,789.1261485348703,0,0,-103.5,160.851715309641,2.051503687354639,0,0,0
74,0,-100,0,-180.0,167.59597756686605,2.9623581512790196,0,0,0
75,788.01562680279,0,0,-109.0,176.69617533900131,8.487458134536952,0,0,0
76,0,-100,0,-177.5,139.55864872791236,4.160949763066539,0,0,0
77,788.3152881354722,0,0,-107.5,150.26046042897687,3.007819718552721,0,0,0
78,789.2283211185402,0,0,-103.0,163.87320964035752,4.931552872201532,0,0,0
79,786.5046442313046,0,0,-116.5,179.11569748490368,7.9695497786338905,0,0,0
80,787.5178696408062,0,0,-111.5,170.94160410847425,3.786822778717686,0,0,0
81,789.331697598887,0,0,-102.5,157.66264153852012,4.892488169689543,0,0,0
82,787.2219140546538,0,0,-113.0,188.19780033087025,8.69565693597985,0,0,0
83,0,0,0,-250.0,142.56462200834082,24.634038902724452,0,0,0
84,787.7187065724618,0,0,-110.5,164.18549767726813,7.501458113482486,0,0,0
85,786.706049001808,0,0,-115.5,162.41379123411875,4.79823599107537,0,0,0
86,789.4247209471594,0,0,-102.0,160.19479542194267,3.1366443308025964,0,0,0
87,779.8599575281665,0,0,-149.5,204.91185015106905,13.545249073282458,0,0,0
88,791.241044839205,0,0,-93.0,143.13545711096236,6.921914449312176,0,0,0
89,0,-100,0,-239.0,253.03291410680177,19.75582481431177,0,0,0
90,787.8209153338979,0,0,-110.0,180.63066304360584,5.3882539950360835,0,0,0
91,0,0,0,-250.0,197.1985879690721,22.912049337031913,0,0,0
92,789.4274369396118,0,0,-102.0,156.00447255440005,4.942327458804929,0,0,0
93,788.5213602203839,0,0,-106.5,156.22890082084277,2.959811105641587,0,0,0
94,787.5073549000474,0,0,-111.5,152.43978729360293,3.3615022173488223,0,0,0
95,788.6282543988111,0,0,-106.0,169.47289708010157,6.691986427289913,0,0,0
96,791.136839984161,0,0,-93.5,150.30660944028622,6.461737213121349,0,0,0
97,789.1228520517271,0,0,-103.5,143.92233697099135,3.831322701298923,0,0,0
98,788.3235265974106,0,0,-107.5,163.8730068534388,4.431836738835947,0,0,0
99,788.321886992975,0,0,-107.5,170.6558997598434,4.409338208494863,0,0,0
100,785.1937677618126,0,0,-123.0,194.2416748369178,8.367127063695813,0,0,0
101,788.4179350111308,0,0,-107.0,164.2478440110285,2.3705149934863274,0,0,0
102,790.3272873677811,0,0,-97.5,150.33064731979755,3.890662085821011,0,0,0
103,790.1226006866003,0,0,-98.5,153.98295930151465,2.7826042160103555,0,0,0
104,789.918695832408,0,0,-99.5,138.53527218420314,3.027532540537503,0,0,0
105,786.1978798582202,0,0,-118.0,206.75977530048903,10.842644861118782,0,0,0
106,790.2269203168922,0,0,-98.0,154.362079136111,5.582970024492397,0,0,0
107,791.7342471789585,0,0,-90.5,138.25576086672706,5.283817576325522,0,0,0
108,789.0208433024375,0,0,-104.0,150.09644009458862,4.478986788958333,0,0,0
109,789.8178742138233,0,0,-100.0,153.13826906024065,3.7372062040802767,0,0,0
110,789.2188555839076,0,0,-103.0,146.23587129263876,3.8723844995131285,0,0,0
111,788.8229355170663,0,0,-105.0,171.99889850277177,4.548321778049257,0,0,0
112,789.9189410076854,0,0,-99.5,153.64770938837367,3.5372005554079293,0,0,0
113,788.6148106477909,0,0,-106.0,159.5485626852691,3.899440012101041,0,0,0
114,789.1175297516093,0,0,-103.5,158.95833591210757,2.9194964609126135,0,0,0
115,789.6242830985481,0,0,-101.0,163.20694148010728,5.197312151430697,0,0,0
116,790.3245162800966,0,0,-97.5,148.2228677716398,5.406639843019898,0,0,0
117,791.1275231924038,0,0,-93.5,149.52659369735056,5.706093362072645,0,0,0
118,790.1262342784103,0,0,-98.5,163.40219420924043,6.797873574461433,0,0,0
119,791.1244319894383,0,0,-93.5,141.34397816575776,4.598165913211087,0,0,0
120,791.5342023929614,0,0,-91.5,136.0241486382325,5.109172833469461,0,0,0
121,0,-100,0,-219.5,185.48126138010733,16.205309809536786,0,0,0
122,786.0954849981595,0,0,-118.5,211.03397457966545,10.609265955972717,0,0,0
123,790.2169782433854,0,0,-98.0,143.1629374194716,6.283600634149152,0,0,0
124,0,-100,0,-218.0,244.70464737906622,13.847215893204277,0,0,0
125,785.3839131641714,0,0,-122.0,212.94385533456224,11.232102422101004,0,0,0
126,790.424324953,0,0,-97.0,146.78576764782122,4.8208751910431324,0,0,0
127,789.9071433598891,0,0,-99.5,148.8982185530959,5.031543631368102,0,0,0
128,790.0031316186141,0,0,-99.0,150.82134426879966,2.6041053229932953,0,0,0
129,791.6129340767039,0,0,-91.0,139.9462582360731,5.236957386788821,0,0,0
130,791.1183678482853,0,0,-93.5,146.29819365508746,3.933060670981023,0,0,0
131,792.0204781821587,0,0,-89.0,134.11507902224474,3.1706242062458525,0,0,0
132,791.9139448807715,0,0,-89.5,137.9788451686389,3.183747970853833,0,0,0
133,791.6125707939875,0,0,-91.0,135.13314544787897,4.873215417334445,0,0,0
134,791.6089256378265,0,0,-91.0,135.4327418377164,4.025391225463738,0,0,0
135,792.7184961889274,0,0,-85.5,130.36348131391853,5.868031846787586,0,0,0
136,792.4242296178112,0,0,-87.0,134.34081598470794,4.930266701736647,0,0,0
137,791.0107054393959,0,0,-94.0,138.73641258361064,3.3024364128259407,0,0,0
138,789.9120630345957,0,0,-99.5,170.78747957833417,8.285140744600044,0,0,0
139,789.2068886663748,0,0,-103.0,171.9120412956704,8.095532578985994,0,0,0
140,791.7167407071679,0,0,-90.5,138.34697381884865,3.0548870768205076,0,0,0
141,792.4380580439191,0,0,-87.0,136.4508821797229,5.856396344355629,0,0,0
142,792.0256578338676,0,0,-89.0,136.47322674102546,5.722231333746341,0,0,0
143,792.735387658012,0,0,-85.5,132.16890354332895,6.052539098933654,0,0,0
144,792.0275492723418,0,0,-89.0,141.19351379870977,6.474365908236146,0,0,0
145,791.8303298921048,0,0,-90.0,138.61976880825176,4.700281099478534,0,0,0
146,785.8796512733663,0,0,-119.5,215.78963732604873,13.296303107576975,0,0,0
147,792.5324432884112,0,0,-86.5,132.2801894724557,4.199851183619193,0,0,0
148,792.4300494329085,0,0,-87.0,131.1854896251047,5.644549078850239,0,0,0
149,792.7336286805024,0,0,-85.5,129.14422159509982,6.574322299299656,0,0,0
150,792.8305720161441,0,0,-85.0,127.11835088776292,6.499002104388281,0,0,0
151,790.0107565905932,0,0,-99.0,170.39745806346792,10.392510981409147,0,0,0
152,790.6158266892111,0,0,-96.0,165.13391777880304,8.333276601931427,0,0,0
153,792.4291790895837,0,0,-87.0,130.21061119168291,5.8480261086270735,0,0,0
154,792.9277957353498,0,0,-84.5,127.34343726054175,6.576613716875798,0,0,0
155,792.6276044774448,0,0,-86.0,128.36400370396507,5.762742239514202,0,0,0
156,792.1212492430549,0,0,-88.5,132.7344313010757,4.932840449661799,0,0,0
157,792.7316025025107,0,0,-85.5,133.2178861367481,3.7664799455170868,0,0,0
158,793.436046903201,0,0,-82.0,126.06978757989562,5.481760344027936,0,0,0
159,792.8232560542779,0,0,-85.0,134.85504254516093,4.443240618604072,0,0,0
160,792.4244943749776,0,0,-87.0,127.9193054586769,4.410926870580946,0,0,0
161,792.6183265326488,0,0,-86.0,127.52050721414427,5.170361841599488,0,0,0
162,792.533475551552,0,0,-86.5,132.19054820609517,6.37777281098061,0,0,0
163,792.8312454207514,0,0,-85.0,128.214157068952,5.843977467205698,0,0,0
164,792.4263009806751,0,0,-87.0,133.9707558985509,3.6358130590564617,0,0,0
165,793.333496372078,0,0,-82.5,127.41463231449495,5.3337662730262565,0,0,0
166,792.2237130196778,0,0,-88.0,132.63266782118282,3.311937853932175,0,0,0
167,792.935152548891,0,0,-84.5,130.99067543950048,4.285367570091415,0,0,0
168,793.4395720869484,0,0,-82.0,124.1149562831361,6.173867284748011,0,0,0
169,793.2330885593858,0,0,-83.0,128.54954869588306,4.712423136664226,0,0,0
170,793.0415729133305,0,0,-84.0,131.57600840560733,6.900754321176524,0,0,0
171,793.0342625799991,0,0,-84.0,128.4934844972782,4.629526830607249,0,0,0
172,793.3445978413575,0,0,-82.5,128.09092603110224,4.677067309271453,0,0,0
173,793.5464446660765,0,0,-81.5,125.48412144418639,4.779911322155654,0,0,0
174,792.034409123101,0,0,-89.0,148.79107470456415,6.790637060402938,0,0,0
